city,avg_temp,max_temp,min_temp,dominant_weather
Bangalore,22.950000000000045,22.950000000000045,22.950000000000045,Clouds
Chennai,29.27000000000004,29.27000000000004,29.27000000000004,Mist
Delhi,28.05000000000001,28.05000000000001,28.05000000000001,Haze
Hyderabad,25.230000000000018,25.230000000000018,25.230000000000018,Clouds
Kolkata,26.970000000000027,26.970000000000027,26.970000000000027,Haze
Mumbai,29.99000000000001,29.99000000000001,29.99000000000001,Haze
